event_id,start_time,city,state,country,lat,lng,Event_Category
404325670,2012-11-03T17:00:00.003Z,Toronto,ON,Canada,43.666000000000004,-79.48899999999999,Dance
796822764,2012-11-25T03:00:00.003Z,Crest Hill,IL,United States,41.552,-88.10600000000001,Sports
3442924375,2012-08-22T03:00:00.003Z,Miami Beach,FL,United States,25.798000000000002,-80.127,Social
1239551311,2012-08-03T00:00:00.000Z,Las Vegas,NV,United States,36.089,-115.287,Literature
3501516037,2012-10-26T02:00:00.003Z,Miami Beach,FL,United States,25.816999999999997,-80.123,Dance
2951513418,2012-08-22T14:00:00.002Z,Fayetteville,North Carolina,United States,35.067,-78.918,Entertainment
2388147069,2012-11-17T04:00:00.003Z,Asheville,NC,United States,35.595,-82.555,Art
18215235,2012-09-21T00:00:00.003Z,Atlanta,GA,United States,33.798,-84.369,Volunteer
301829251,2012-10-13T19:00:00.003Z,Gilbertsville,PA,United States,40.346,-75.56,Fashion
1898037368,2012-10-12T23:00:00.003Z,Clearwater,FL,United States,27.974,-82.708,Art
1986267159,2012-09-22T18:00:00.003Z,London,ON,Canada,42.99100000000001,-81.327,Food
1035272527,2013-03-08T22:00:00.003Z,Akron,OH,United States,41.078,-81.51100000000001,Social
3160799083,2012-10-17T04:00:00.003Z,Altamonte Springs,FL,United States,28.666999999999998,-81.383,Outdoors
3429068144,2012-09-27T23:00:00.003Z,Austin,TX,United States,30.23,-97.755,Sports
2567718553,2012-12-22T13:00:00.003Z,Niles,MI,United States,41.836000000000006,-86.23899999999999,Fashion
1525403821,2012-10-19T15:00:00.003Z,Fairview,MI,United States,44.761,-83.994,Social
450237005,2012-08-23T03:30:00.003Z,Missoula,MT,United States,46.871,-113.99600000000001,Volunteer
4109451679,2012-08-11T02:00:00.000Z,Montreal,QC,Canada,45.513999999999996,-73.572,Outdoors
3098082351,2012-11-03T05:00:00.003Z,Scottsdale,AZ,United States,33.498000000000005,-111.92299999999999,Music
864648986,2012-12-07T01:00:00.003Z,Fresno,CA,United States,36.759,-119.801,Dance
769548302,2012-07-05T19:30:00.000Z,Austin,TX,United States,30.229,-97.756,Sports
2259107837,2012-11-11T04:00:00.003Z,Crown Point,IN,United States,41.418,-87.365,Sports
3877594933,2013-06-16T00:00:00.001Z,Champaign,IL,United States,40.086999999999996,-88.249,Outdoors
2024635530,2012-10-13T00:00:00.003Z,Bronx,NY,United States,40.818000000000005,-73.89,Literature
2533212840,2012-09-08T21:00:00.003Z,Orlando,FL,United States,28.561,-81.36399999999999,Fashion
3948281695,2012-11-22T04:30:00.003Z,Evansville,IN,United States,37.974000000000004,-87.581,Dance
3524397386,2012-11-04T00:00:00.001Z,Albany,NY,United States,42.657,-73.762,Food
1363599562,2012-06-03T21:30:00.000Z,Edmonton,AB,Canada,53.452,-113.50399999999999,Food
249123341,2012-06-06T22:00:00.000Z,Hollywood,FL,United States,26.011999999999997,-80.149,Entertainment
25766138,2012-10-09T23:00:00.003Z,Centerville,OH,United States,39.632,-84.194,Volunteer
2801865419,2012-06-03T00:00:00.000Z,Los Angeles,CA,United States,34.098,-118.338,Art
2013519290,2012-10-15T01:00:00.003Z,Toronto,ON,Canada,43.651,-79.45100000000001,Music
274783596,2012-12-21T17:00:00.003Z,Richfield,WI,United States,43.257,-88.195,Volunteer
622768449,2012-12-02T01:00:00.003Z,Orlando,FL,United States,28.54,-81.391,Art
539740530,2012-06-11T00:00:00.000Z,Las Vegas,NV,United States,36.169000000000004,-115.14,Outdoors
2898468358,2012-10-20T03:00:00.003Z,Nashville,TN,United States,36.148,-86.79899999999999,Literature
2503835851,2012-12-29T19:00:00.002Z,Asbury Park,New Jersey,United States,,,Literature
22056281,2012-12-06T20:00:00.003Z,Monterey Park,CA,United States,34.041,-118.148,Entertainment
2705809839,2012-12-01T02:00:00.003Z,Saskatoon,SK,Canada,52.115,-106.588,Entertainment
2035585763,2012-07-20T18:30:00.000Z,Phoenix,AZ,United States,33.498000000000005,-112.074,Social
1984679844,2012-10-26T20:00:00.003Z,Worcester,MA,United States,42.31,-71.833,Social
103590222,2012-11-25T20:00:00.003Z,Peoria,AZ,United States,33.617,-112.242,Literature
773399280,2012-11-09T02:00:00.003Z,Lawrence,KS,United States,38.986,-95.23100000000001,Fashion
889564561,2012-08-18T00:00:00.003Z,Wilton Manors,FL,United States,26.158,-80.13600000000001,Sports
1616708432,2013-01-20T00:00:00.001Z,Peoria,AZ,United States,33.801,-112.26799999999999,Sports
1301669091,2012-06-20T02:00:00.000Z,Calgary,AB,Canada,50.953,-114.066,Fashion
1149638753,2012-06-26T14:30:00.000Z,Toronto,ON,Canada,43.633,-79.422,Music
3868051210,2012-11-18T00:00:00.001Z,Los Angeles,CA,United States,34.148,-118.28200000000001,Dance
956755358,2012-11-10T21:00:00.002Z,Abington,MA,United States,42.138000000000005,-70.95,Political
2305604511,2012-10-20T18:00:00.002Z,Austin,Texas,United States,,,Entertainment
284092691,2012-12-03T01:30:00.003Z,Oakville,ON,Canada,43.44,-79.695,Entertainment
3441297029,2012-12-04T22:30:00.003Z,Washington,DC,United States,38.907,-77.006,Social
1048852222,2012-12-12T23:15:00.003Z,Montreal,QC,Canada,45.449,-73.682,Volunteer
536760421,2012-11-11T01:00:00.003Z,Buffalo,NY,United States,42.873000000000005,-78.786,Music
4071576342,2012-10-18T22:30:00.003Z,Seal Beach,CA,United States,33.745,-118.11,Social
1967264384,2012-12-01T18:00:00.003Z,Fredericton,NB,Canada,45.964,-66.626,Outdoors
3851452731,2012-12-07T22:00:00.003Z,Lowell,MA,United States,42.635,-71.317,Volunteer
2028799780,2012-10-28T02:00:00.003Z,New York,NY,United States,40.74,-74.007,Food
4172033582,2012-11-02T17:30:00.002Z,West Haven,Connecticut,United States,,,Sports
2321079855,2012-06-29T19:00:00.000Z,New York,NY,United States,40.732,-73.98899999999999,Dance
8800310,2012-09-01T20:00:00.003Z,San Francisco,CA,United States,37.787,-122.40799999999999,Volunteer
2439659702,2012-08-25T21:00:00.003Z,Charleston,SC,United States,32.941,-80.043,Entertainment
345032114,2012-04-29T21:00:00.000Z,Austin,TX,United States,30.16,-97.771,Outdoors
3596511766,2012-08-18T20:00:00.003Z,Denver,CO,United States,39.759,-104.986,Music
1831375037,2012-06-30T20:30:00.000Z,New York,NY,United States,40.757,-73.968,Outdoors
2579099444,2013-01-05T03:00:00.003Z,Milwaukee,WI,United States,43.068000000000005,-87.9,Sports
1985674305,2012-08-18T19:30:00.000Z,Maumee,OH,United States,41.562,-83.655,Literature
2270982980,2012-09-19T00:00:00.003Z,Austin,TX,United States,30.287,-97.741,Political
2554796748,2012-11-24T16:00:00.003Z,Oakville,ON,Canada,43.481,-79.695,Literature
3154054521,2012-11-04T16:00:00.003Z,Clarksville,AR,United States,35.465,-93.458,Music
3585232042,2012-06-23T22:00:00.000Z,Buffalo,NY,United States,42.89,-78.876,Outdoors
1999687206,2012-12-14T03:00:00.003Z,Huntington Beach,CA,United States,33.711999999999996,-118.021,Entertainment
2789362944,2012-12-01T17:00:00.003Z,Clovis,CA,United States,36.826,-119.7,Social
745551106,2012-11-17T03:00:00.003Z,New York,NY,United States,40.759,-73.984,Music
3642151870,2012-07-28T04:00:00.000Z,San Diego,CA,United States,32.747,-117.251,Literature
1608368938,2012-10-04T00:00:00.003Z,Lawrence,KS,United States,38.96,-95.244,Literature
1815015202,2012-11-01T17:30:00.003Z,Regina,SK,Canada,50.457,-104.617,Sports
1418026382,2012-12-16T01:00:00.003Z,Daly City,CA,United States,37.69,-122.48899999999999,Outdoors
1720447783,2012-11-02T21:00:00.003Z,Fredericton,NB,Canada,45.943000000000005,-66.641,Fashion
4032864503,2012-09-16T02:30:00.003Z,Plymouth,WI,United States,43.748000000000005,-87.975,Outdoors
2458234043,2012-08-29T00:00:00.003Z,Brooklyn,NY,United States,40.717,-73.96300000000001,Literature
1571946233,2012-06-22T21:30:00.000Z,Toronto,ON,Canada,43.655,-79.365,Political
1830989879,2012-12-30T02:00:00.003Z,Savannah,GA,United States,32.04,-81.20100000000001,Food
2029119577,2012-10-28T23:30:00.003Z,Pequannock,NJ,United States,40.946999999999996,-74.28699999999999,Fashion
2491948818,2012-08-18T02:00:00.003Z,Bakersfield,CA,United States,35.295,-119.02799999999999,Entertainment
628616862,2012-06-14T21:00:00.000Z,Chicago,IL,United States,41.925,-87.70100000000001,Music
3795421454,2012-10-19T23:00:00.003Z,Easton,PA,United States,40.696999999999996,-75.209,Literature
1555666390,2012-07-13T20:00:00.000Z,Winnetka,CA,United States,34.209,-118.573,Art
1456219652,2012-04-13T22:00:00.000Z,Toronto,ON,Canada,43.647,-79.393,Sports
1852610112,2012-10-05T00:00:00.003Z,Tallahassee,FL,United States,30.448,-84.314,Food
2770725368,2012-11-17T04:00:00.003Z,Chicago,IL,United States,41.89,-87.648,Political
3476445146,2012-09-23T23:00:00.003Z,Ventura,CA,United States,34.257,-119.21799999999999,Literature
2252542154,2012-12-22T00:10:00.003Z,Kalama,WA,United States,46.00899999999999,-122.84299999999999,Literature
1935284852,2012-08-27T00:00:00.003Z,Brooklyn,NY,United States,40.694,-73.931,Music
1617330573,2012-10-19T04:00:00.003Z,Montebello,CA,United States,34.028,-118.132,Outdoors
4284458231,2012-09-11T14:00:00.003Z,Morrison,CO,United States,39.666,-105.206,Art
1485186317,2012-11-02T23:00:00.003Z,Denver,CO,United States,39.73,-104.999,Fashion
3193702044,2012-10-14T01:00:00.003Z,Ambridge,PA,United States,40.58,-80.221,Volunteer
2388329316,2012-10-05T12:00:00.003Z,South Melbourne,VIC,Australia,-37.826,144.959,Volunteer
3045034349,2012-11-07T00:00:00.003Z,Sarasota,FL,United States,27.336,-82.54299999999999,Entertainment
3300036356,2012-04-11T19:00:00.000Z,Potts Point,NSW,Australia,-33.891999999999996,151.251,Social
1028484844,2012-12-01T03:30:00.003Z,Anaheim,CA,United States,33.808,-117.876,Outdoors
1518970874,2012-08-23T09:00:00.003Z,Brisbane,QLD,Australia,-27.456999999999997,153.036,Music
2415675545,2012-12-01T16:00:00.003Z,Bloomington,MN,United States,44.861000000000004,-93.353,Fashion
4279779704,2012-05-30T15:45:00.000Z,Los Angeles,CA,United States,34.058,-118.245,Sports
3294933817,2012-04-14T20:00:00.000Z,New York,NY,United States,40.756,-73.968,Music
2136226438,2012-11-04T01:30:00.003Z,Brooklyn,NY,United States,40.722,-73.96,Dance
1235337105,2012-08-01T00:15:00.000Z,Austin,TX,United States,30.268,-97.755,Music
3809460356,2012-12-13T01:30:00.003Z,Anaheim,CA,United States,33.819,-117.897,Social
3403067512,2012-12-01T14:00:00.003Z,Upper Marlboro,MD,United States,38.812,-76.741,Social
3336486339,2012-12-22T03:00:00.003Z,Statesville,NC,United States,35.759,-80.893,Outdoors
4072047795,2012-11-18T15:30:00.003Z,Guelph,ON,Canada,43.526,-80.22399999999999,Volunteer
241079044,2012-10-12T00:00:00.003Z,Springfield,MO,United States,37.207,-93.292,Volunteer
292060687,2012-11-04T01:00:00.003Z,New York,NY,United States,40.721,-73.988,Sports
1944205507,2012-12-21T00:00:00.003Z,Lexington,KY,United States,38.054,-84.48700000000001,Music
2318311318,2012-06-14T19:00:00.000Z,Austin,Texas,United States,30.361,-97.71600000000001,Music
3987365215,2012-09-12T14:30:00.003Z,Union,NJ,United States,40.681999999999995,-74.234,Outdoors
3612442868,2012-10-27T01:00:00.003Z,Louisville,KY,United States,38.256,-85.75299999999999,Literature
1657307122,2012-12-22T03:00:00.003Z,Los Angeles,CA,United States,34.101,-118.336,Fashion
4013431505,2012-05-25T21:00:00.000Z,Irvine,CA,United States,33.673,-117.863,Literature
2088400426,2012-04-21T08:00:00.000Z,Nakuru,Rift Valley,Kenya,-0.281,36.096,Food
3572054999,2012-12-01T18:00:00.003Z,Philadelphia,PA,United States,40.051,-75.095,Entertainment
819051500,2012-09-29T06:30:00.003Z,Burbank,CA,United States,34.181999999999995,-118.31299999999999,Literature
2906461846,2012-06-21T16:00:00.000Z,New York,NY,United States,40.72,-73.988,Dance
3176992893,2012-11-16T23:00:00.003Z,Beacon,NY,United States,41.503,-73.976,Dance
79923280,2012-11-24T02:30:00.003Z,Philadelphia,PA,United States,39.953,-75.152,Social
4166140869,2012-09-26T00:00:00.003Z,Ann Arbor,MI,United States,42.278999999999996,-83.749,Dance
3085257676,2012-10-28T02:00:00.003Z,Chicago,IL,United States,41.836999999999996,-87.684,Food
29618089,2012-09-23T01:00:00.003Z,Grand Prairie,TX,United States,32.766999999999996,-96.98299999999999,Social
821799525,2012-10-10T23:00:00.003Z,Lake Worth,FL,United States,26.619,-80.057,Dance
2281305877,2012-11-21T21:30:00.002Z,Tulsa,OK,United States,36.156,-95.98700000000001,Fashion
3019767376,2013-04-17T21:00:00.003Z,Washington,DC,United States,38.907,-76.993,Music
2493497745,2012-10-02T01:00:00.003Z,Dallas,TX,United States,32.885,-96.70200000000001,Outdoors
2199462126,2012-11-17T02:00:00.003Z,Annapolis,MD,United States,38.98,-76.52199999999999,Literature
15253501,2012-10-12T23:00:00.003Z,Chesterfield,MO,United States,38.649,-90.56299999999999,Music
4224541459,2012-10-27T15:00:00.003Z,Boston,MA,United States,42.358000000000004,-71.062,Entertainment
97765055,2012-11-13T23:00:00.003Z,Saint Louis,MO,United States,38.656,-90.304,Fashion
3726146690,2012-11-01T22:00:00.003Z,Tuscaloosa,AL,United States,33.211,-87.553,Fashion
2896642039,2012-10-20T16:00:00.003Z,Lansing,WV,United States,38.09,-81.05,Art
1792535551,2012-06-02T18:00:00.000Z,New York,NY,United States,40.705999999999996,-74.001,Political
3806158762,2012-11-21T01:00:00.003Z,Denver,CO,United States,39.741,-104.977,Literature
2761543440,2012-07-27T23:30:00.000Z,Helena,MT,United States,46.621,-112.056,Political
669544125,2012-09-09T00:00:00.003Z,Sartell,MN,United States,45.617,-94.206,Social
3816530880,2012-10-13T18:00:00.003Z,Minneapolis,MN,United States,44.957,-93.27799999999999,Fashion
94647623,2012-10-04T18:00:00.002Z,Shippensburg,Pennsylvania,United States,40.05,-77.524,Volunteer
2861762659,2012-11-17T00:00:00.003Z,Attleboro,MA,United States,41.933,-71.28,Entertainment
3784902233,2012-08-27T02:00:00.003Z,Scottsdale,AZ,United States,33.496,-111.927,Volunteer
491707793,2012-07-07T19:00:00.000Z,Los Angeles,CA,United States,34.004,-118.331,Food
708614830,2012-11-16T10:00:00.003Z,Melbourne,VIC,Australia,-37.861999999999995,144.975,Art
2479244284,2012-07-12T17:30:00.000Z,Denver,CO,United States,39.75,-105.00399999999999,Outdoors
3496107477,2012-11-01T22:00:00.003Z,Charleston,SC,United States,32.784,-79.935,Outdoors
106728726,2012-10-10T00:30:00.003Z,Vernon,CT,United States,41.825,-72.501,Music
3239948508,2012-12-02T18:00:00.003Z,Minneapolis,MN,United States,44.965,-93.333,Dance
3539289434,2012-10-14T00:00:00.003Z,Brisbane,QLD,Australia,-27.479,153.012,Social
3924419066,2012-09-09T03:00:00.003Z,San Antonio,TX,United States,29.43,-98.48,Music
415707105,2012-07-30T22:00:00.000Z,Niagara Falls,ON,Canada,43.115,-79.101,Art
246472864,2012-10-13T22:00:00.003Z,Bradenton,FL,United States,27.478,-82.637,Food
3574030351,2012-11-01T00:00:00.003Z,Bexley,OH,United States,39.963,-82.93,Volunteer
1513654203,2012-09-21T01:00:00.003Z,Waukesha,WI,United States,43.032,-88.23899999999999,Volunteer
1258600746,2012-08-21T23:00:00.003Z,Austin,TX,United States,30.259,-97.73899999999999,Political
256284059,2012-11-17T18:00:00.003Z,Dartmouth,NS,Canada,44.68,-63.536,Music
3239044505,2012-07-13T19:00:00.000Z,Havre de Grace,Maryland,United States,39.548,-76.098,Sports
4258263078,2012-11-22T02:00:00.003Z,Trenton,NJ,United States,40.221,-74.729,Outdoors
1219915827,2012-12-24T03:00:00.003Z,Pasco,WA,United States,46.226000000000006,-119.09899999999999,Literature
3632003979,2012-11-16T20:00:00.002Z,San Francisco,California,United States,,,Political
220070259,2012-10-13T03:00:00.003Z,Covina,CA,United States,34.1,-117.89,Literature
4209960919,2012-12-17T00:00:00.003Z,Cambridge,MA,United States,42.373000000000005,-71.119,Volunteer
799692764,2012-08-04T02:00:00.000Z,Tupelo,MS,United States,34.3,-88.775,Dance
14559521,2012-11-05T23:00:00.003Z,Cranston,RI,United States,41.758,-71.46,Music
2820227104,2012-08-18T01:00:00.003Z,Toledo,OH,United States,41.648,-83.523,Art
3993823061,2012-11-16T23:00:00.003Z,Elgin,MN,United States,44.13,-92.25399999999999,Food
1455011781,2012-11-30T19:00:00.003Z,New York,NY,United States,40.81,-73.945,Food
2908763405,2012-08-26T22:00:00.003Z,Fort Lauderdale,FL,United States,26.121,-80.146,Outdoors
3984015797,2012-11-30T00:00:00.001Z,Hollywood,FL,United States,26.052,-80.211,Political
1748052015,2012-12-10T16:30:00.003Z,Bellevue,WA,United States,47.618,-122.197,Sports
742958181,2013-02-23T22:00:00.003Z,Ellsworth,WI,United States,44.718999999999994,-92.435,Social
750297004,2012-10-30T18:30:00.003Z,Cottonwood,AZ,United States,34.739000000000004,-112.021,Sports
694987590,2012-10-18T01:30:00.003Z,Staten Island,NY,United States,40.580999999999996,-74.165,Art
2769277182,2012-05-09T20:00:00.000Z,Toronto,ON,Canada,43.648,-79.395,Political
2816514555,2012-07-29T00:00:00.000Z,San Francisco,CA,United States,37.782,-122.40899999999999,Sports
238940735,2012-08-23T01:00:00.003Z,Ojai,CA,United States,34.449,-119.244,Music
3577919320,2012-09-03T03:00:00.003Z,West Seattle,WA,United States,47.57,-122.36200000000001,Fashion
3517783695,2012-07-20T17:00:00.000Z,Martins Ferry,OH,United States,40.1,-80.71600000000001,Food
5278914,2012-09-22T04:00:00.003Z,Whittier,CA,United States,33.975,-118.037,Dance
3339492116,2012-09-16T00:00:00.003Z,Stamford,CT,United States,41.074,-73.541,Dance
3778851850,2012-12-05T23:00:00.003Z,Portland,ME,United States,43.661,-70.264,Political
3383337018,2012-12-11T00:00:00.002Z,Inglewood,California,United States,33.958,-118.346,Volunteer
124507735,2012-10-21T00:30:00.003Z,Chicago,IL,United States,41.714,-88.012,Sports
2734038813,2012-10-07T02:00:00.003Z,Sacramento,CA,United States,38.57,-121.491,Dance
4209330191,2012-12-23T02:00:00.003Z,Oak Grove,KY,United States,36.668,-87.445,Music
4134336822,2012-09-28T17:00:00.003Z,New Smyrna Beach,FL,United States,29.073,-80.93,Literature
2048487424,2012-09-15T23:30:00.003Z,Boston,MA,United States,42.343,-71.09899999999999,Fashion
452918335,2012-09-27T21:00:00.003Z,Safety Harbor,FL,United States,27.991,-82.68700000000001,Entertainment
1742565108,2012-09-22T02:00:00.003Z,Dallas,TX,United States,32.784,-96.78399999999999,Music
4270133472,2012-10-01T00:30:00.003Z,Fountain Hills,AZ,United States,33.601,-111.714,Art
9226035,2014-06-14T10:00:00.002Z,Jakarta,Jakarta Raya,Indonesia,-6.1739999999999995,106.829,Food
2816369250,2012-11-13T23:00:00.003Z,Johnson City,TN,United States,36.314,-82.366,Political
604700253,2012-10-07T01:00:00.003Z,Toronto,ON,Canada,43.67,-79.392,Literature
4027622050,2012-10-21T02:30:00.003Z,North Hollywood,CA,United States,34.172,-118.368,Music
1959455059,2012-06-30T12:00:00.000Z,Woodinville,WA,United States,47.77,-122.15100000000001,Political
127888743,2012-10-13T02:00:00.003Z,Utica,NY,United States,43.104,-75.22399999999999,Literature
2654817385,2012-06-22T02:00:00.000Z,Ottawa,ON,Canada,45.425,-75.689,Entertainment
513839109,2012-10-14T00:00:00.003Z,Denver,CO,United States,39.758,-104.99,Outdoors
849409305,2012-11-11T01:00:00.003Z,Pittsburgh,PA,United States,40.45,-79.899,Dance
1008530209,2012-08-22T03:30:00.003Z,San Francisco,CA,United States,37.765,-122.396,Dance
1531856521,2012-10-21T17:00:00.003Z,Milwaukee,WI,United States,43.062,-88.045,Entertainment
4147609167,2012-08-12T04:00:00.000Z,New York,NY,United States,40.758,-73.984,Fashion
2260510445,2012-10-21T22:00:00.003Z,Caldwell,ID,United States,43.666000000000004,-116.694,Volunteer
2246216115,2012-10-27T02:00:00.003Z,New York,NY,United States,40.721,-73.993,Music
678043956,2012-09-02T00:00:00.001Z,Chicago,IL,United States,41.882,-87.667,Food
107903451,2012-11-16T12:00:00.003Z,Philadelphia,PA,United States,39.99,-75.221,Social
17402775,2012-11-14T01:00:00.003Z,Chicago,IL,United States,41.94,-87.663,Entertainment
1736830319,2012-10-11T23:00:00.003Z,Boston,MA,United States,42.365,-71.061,Dance
795509310,2012-10-28T05:00:00.003Z,Castlegar,BC,Canada,49.327,-117.666,Music
1802506220,2012-09-19T01:00:00.003Z,Miami,FL,United States,25.826,-80.192,Political
2347991609,2012-10-02T17:30:00.003Z,Athens,OH,United States,39.325,-82.102,Art
3313775102,2012-11-02T00:00:00.001Z,Calgary,AB,Canada,50.971000000000004,-114.072,Literature
2322410868,2012-07-21T05:00:00.000Z,Keswick,ON,Canada,44.303000000000004,-79.44,Political
80712325,2012-10-05T00:00:00.001Z,Towson,MD,United States,39.393,-76.605,Fashion
3419691981,2012-12-12T01:00:00.003Z,Chicago,IL,United States,41.91,-87.677,Art
1482711227,2012-06-16T21:00:00.000Z,Brooklyn,NY,United States,40.628,-73.92699999999999,Fashion
503757402,2012-10-24T00:00:00.001Z,Fullerton,CA,United States,33.884,-117.954,Art
1822422922,2012-09-29T04:00:00.003Z,Byron,CA,United States,37.869,-121.64,Food
4163401183,2012-12-07T22:45:00.003Z,New York,NY,United States,40.779,-73.957,Music
2089269983,2012-08-23T00:00:00.001Z,Minneapolis,MN,United States,44.98,-93.23700000000001,Fashion
1991614681,2012-11-09T02:00:00.003Z,San Diego,CA,United States,32.717,-117.161,Dance
4272928065,2012-12-03T23:30:00.003Z,Oklahoma City,OK,United States,35.465,-97.505,Music
1225402368,2012-12-15T00:00:00.003Z,Houston,TX,United States,29.735,-95.5,Sports
3126488810,2012-09-29T04:00:00.003Z,Redondo Beach,CA,United States,33.839,-118.391,Social
3295084350,2012-09-15T16:00:00.003Z,Woodstock,NY,United States,42.04,-74.12,Dance
3132346108,2012-11-11T05:00:00.003Z,Reno,NV,United States,39.521,-119.816,Art
3529380741,2012-12-13T03:00:00.003Z,Tempe,AZ,United States,33.424,-111.926,Dance
3663251922,2012-06-02T05:00:00.000Z,San Francisco,CA,United States,37.773,-122.412,Volunteer
166687754,2012-12-23T02:00:00.003Z,Toronto,ON,Canada,43.665,-79.41,Sports
3023195561,2012-11-30T23:00:00.003Z,Centereach,NY,United States,40.86,-73.072,Outdoors
4013884443,2012-10-28T02:00:00.003Z,Winnipeg,MB,Canada,49.891000000000005,-97.13799999999999,Social
3675050328,2012-07-26T23:00:00.000Z,Toronto,ON,Canada,43.655,-79.40100000000001,Volunteer
2714425498,2012-10-16T21:00:00.003Z,Pewaukee,WI,United States,43.041000000000004,-88.257,Sports
3770253549,2013-01-06T22:00:00.003Z,New York,NY,United States,40.762,-73.994,Entertainment
4161942003,2012-09-12T00:30:00.003Z,Chicago,IL,United States,41.801,-87.589,Social
4124873032,2012-08-28T00:00:00.001Z,Altavista,VA,United States,37.14,-79.268,Entertainment
1200534865,2012-11-06T06:00:00.003Z,Hollywood,CA,United States,34.102,-118.331,Dance
2124271121,2012-10-04T00:00:00.003Z,Fayetteville,NC,United States,35.048,-78.865,Food
